<<<<<<< HEAD
,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,product_id,product_name,product_price,product_link,Bottle volume ml,Varietals,Alcohol percentage,Gift box,Country of origin,Varietal,Organic,Vintage,Style,palate  ,Brand,Product_desc,Expert Review,Customer Review,Appearance,Nose,Palate,Score,Finish,Food Pairing
=======
                ",“G. H. Mumm Cordon Rouge Moiré Effect w/Gift Box”,,,,,88.0,,[]
668,668,668,668,668,668,0,product_1163,g-h-mumm-rose-two-champagne-glasses,137.95,https://www.paneco.com.sg/products/g-h-mumm-rose-two-champagne-glasses,3 items,"Chardonnay, Pinot Noir",,,France,,,,,,G. H. Mumm,"
                  Premium bottle of G. H. Mumm Rose along with a pair of tulip shaped classic champagne glasses.
                ",,,,,,,,[]
669,669,669,669,669,669,0,product_150,g-h-mumm-rose-nv,94.95,https://www.paneco.com.sg/products/g-h-mumm-rose-nv,750.0ml,"Chardonnay, Pinot Noir",12.0,No,France,,,,,,G. H. Mumm,"
Just like its emblem, this is a supremely elegant champagne. Although traditionally served with red fruit desserts or pink biscuits of Reims, this delicious champagne is particularly enjoyable served chilled as an aperitif. It is a brut wine that can be enjoyed throughout the meal.
","“APPEARANCEThis champagne has a relatively pale salmon pink colour with light orange highlights and abundant bubbles that explode to create a fine and lively head.FRAGRANCEAmid aromas of fruits of the forest and pink grapefruit, individual hints of strawberry, cherry and redcurrant dominate and expand into delicate scents of caramelised vanilla, revealing the subtle presence of Mumm Cordon Rouge.TASTEA lively, dynamic attack reminiscent of fruits of the forest, and a freshness that is elegant, fine and subtle.”",,Salmon-pink robe glows with glints of orange,"Candied berries: intense, fruity aromas of strawberry and fresh red currants backed with a bit of sweet spice and a subtle yet luscious hint of red-berry coulis.","Elegantly structured, it delivers flavors of fragrant summer fruits and a long, bright finish, balanced by the succulent sweetness of red berries.",,,"['Seafood', 'Pork', 'Cheese', 'Salmon']"
>>>>>>> e47ce0c3f7db9be48c589d9ac4f5ba092d85190e
670,670,670,670,670,670,0,product_1134,g-h-mumm-cordon-rose-magnum-night-ed-1-5l-nv,468.0,https://www.paneco.com.sg/products/g-h-mumm-cordon-rose-magnum-night-ed-1-5l-nv,1500.0ml,"Chardonnay, Pinot Noir",12.0,No,France,,,,,,G. H. Mumm,"
                  Inspired by the Formula One - the Night edition is THE bottle to enjoy during the race.

The red grape’s strength and personality dominate the fruitiness of Pinot Meunier and the elegance of Chardonnay to create a lively, refreshing wine that is the perfect choice for summer celebrations.

Pinot Noir grapes for power and structure, Chardonnay grapes for elegance and minerality and Pinot Meunier grapes for roundness and balance.

Two years of ageing in the cellars to encourage the intensity building of the cuvée.


<<<<<<< HEAD
                ","“Mumm Le Rosé is different, lively and refreshing.”",,Pale salmon pink with light orange shades,"Summer berries, pink grapefruit","Strawberry, cherry and redcurrant, developing with light notes of vanilla caramel",,,"['Fish', 'Seafood', 'Cheese', 'Dessert']"
=======
                ","“Mumm Le Rosé is different, lively and refreshing.”",,Pale salmon pink with light orange shades,"Summer berries, pink grapefruit","Strawberry, cherry and redcurrant, developing with light notes of vanilla caramel",,,"['Fish', 'Seafood', 'Cheese', 'Dessert']"
>>>>>>> e47ce0c3f7db9be48c589d9ac4f5ba092d85190e
671,671,671,671,671,671,0,product_302,g-h-mumm-formula-one-brut-cordon-rouge-750ml-w-gift-box,66.0,https://www.paneco.com.sg/products/g-h-mumm-formula-one-brut-cordon-rouge-750ml-w-gift-box,750.0ml,"Chardonnay, Pinot Noir",12.0,Yes,France,,,,,,G. H. Mumm,"
                  The perfect gift for the man who has everything. You know him. And if you don't, it might be you.

Limited edition bottle of F1 Champagne. Specially bottled for Formula 1 lovers.
<<<<<<< HEAD
                ","“An explosion of freshness in the mouth, followed by a complex aroma of fresh fruit and caramel that acts to perpetuate the intensity.”",,"Fresh yellow color, gold with hints of jade","Aromas of ripe apricots, peaches and pineapple","Citrus, stone fruit and brioche flavours",89.0,,"['Chicken', 'Fish', 'Seafood', 'Cheese']"
672,672,672,672,672,672,0,product_150,gabbiano-chianti,94.95,https://www.paneco.com.sg/products/gabbiano-chianti,750.0ml,"Sangiovese, Chianti",13.0,No,Italy,,,,,,Castello di Gabbiano,"
Made from 90% Sangiovese and 10% red berry native vines, Castello di Gabbiano Chianti is made with a very natural wine making process where alcoholic fermentation is followed by natural malolactic fermentation in steel casks. A short maturation of the wine before bottling with no wood means that the wine maintains and displays all the organoleptic characteristics of the grape, along with a great freshness.
",,,Deep ruby red colour.,The nose exhibits floral aromas of violets and a ripe array of red wild berries. ,"The dry, full-bodied palate is perfectly balanced with flavors that echo the nose. The tannins are sweet, smooth and mouth-filling, and the finish is clean.",,,"['Beef', 'Chicken', 'Pasta', 'Lamb']"
673,673,673,673,673,673,0,product_1134,gabbiano-chianti-classico,468.0,https://www.paneco.com.sg/products/gabbiano-chianti-classico,750.0ml,"Sangiovese, Chianti",13.0,No,Italy,,,,,,Castello di Gabbiano,"
90% Sangiovese 10% and other red berry vines, Castello di Gabbiano Chianti Classico is produced according to the most traditional Chianti Classico fermentation processes, on the skins, in tanks at a 28°C controlled temperature. Natural malolactic fermentation in steel tanks. Castillo di Gabbiano Chianti Classico is bottled one year later, after 8/10 months ageing in medium and large capacity French oak casks – from 15 to 50 hectolitres – most of the wine, the remaining in small barrels and steel tanks. The moderate use of the wood, the use of large casks, according to the past experience, allows the wine to preserve the most natural characteristics of the Sangiovese grape, bringing them into harmony: fruitiness, freshness and tannin.
","“The  Chianti Classico is a simple and streamlined wine with a food-friendly disposition. You could pair this no-fuss value wine with a lunch omelet topped with fresh garden herbs and dill. The straightforward assembly sees 90% Sangiovese enhanced by the softness, color intensity and mild structure of 5% Merlot and 5% Colorino.”",,Brilliant ruby red.,"Flavours of dried cherry, red berry fruit and gentle baking spice.",Dry and medium-bodied with refreshing acidity.,,,"['Beef', 'Chicken', 'Pasta', 'Lamb']"
674,674,674,674,674,674,0,product_302,gabbiano-sangiovese,66.0,https://www.paneco.com.sg/products/gabbiano-sangiovese,750.0ml,,13.0,No,Italy,Sangiovese,,,,,Castello di Gabbiano,"
                  Located in the heart of the Chianti Classico region, Castello di Gabbiano has been protecting its estate-grown grapes since its construction in the 12th century. The breathtaking 328-acre estate is framed by hillside Sangiovese vineyards and olive groves and has long been recognized for producing great wine in the rich Tuscan tradition. Today, the wines of Gabbiano are crafted by Winemaker Federico Cerelli, a native Tuscan with a passion for innovation. Castello di Gabbiano continues to be a part of Tuscany’s historical fabric as one of the leading wine estates in the region.
                ",,,Red wine.,"Aromas of cheery, toasted almond, chocolate, rum cake and exotic spice.","The wine is long, fresh and intense in the mouth and would pair well with steak and grilled porcini mushrooms.",88.0,,"['Beef', 'Chicken', 'Pasta', 'Lamb']"
=======
                ","“An explosion of freshness in the mouth, followed by a complex aroma of fresh fruit and caramel that acts to perpetuate the intensity.”",,"Fresh yellow color, gold with hints of jade","Aromas of ripe apricots, peaches and pineapple","Citrus, stone fruit and brioche flavours",89.0,,"['Chicken', 'Fish', 'Seafood', 'Cheese']"
672,672,672,672,672,672,0,product_150,gabbiano-chianti,94.95,https://www.paneco.com.sg/products/gabbiano-chianti,750.0ml,"Sangiovese, Chianti",13.0,No,Italy,,,,,,Castello di Gabbiano,"
Made from 90% Sangiovese and 10% red berry native vines, Castello di Gabbiano Chianti is made with a very natural wine making process where alcoholic fermentation is followed by natural malolactic fermentation in steel casks. A short maturation of the wine before bottling with no wood means that the wine maintains and displays all the organoleptic characteristics of the grape, along with a great freshness.
",,,Deep ruby red colour.,The nose exhibits floral aromas of violets and a ripe array of red wild berries. ,"The dry, full-bodied palate is perfectly balanced with flavors that echo the nose. The tannins are sweet, smooth and mouth-filling, and the finish is clean.",,,"['Beef', 'Chicken', 'Pasta', 'Lamb']"
673,673,673,673,673,673,0,product_1134,gabbiano-chianti-classico,468.0,https://www.paneco.com.sg/products/gabbiano-chianti-classico,750.0ml,"Sangiovese, Chianti",13.0,No,Italy,,,,,,Castello di Gabbiano,"
90% Sangiovese 10% and other red berry vines, Castello di Gabbiano Chianti Classico is produced according to the most traditional Chianti Classico fermentation processes, on the skins, in tanks at a 28°C controlled temperature. Natural malolactic fermentation in steel tanks. Castillo di Gabbiano Chianti Classico is bottled one year later, after 8/10 months ageing in medium and large capacity French oak casks – from 15 to 50 hectolitres – most of the wine, the remaining in small barrels and steel tanks. The moderate use of the wood, the use of large casks, according to the past experience, allows the wine to preserve the most natural characteristics of the Sangiovese grape, bringing them into harmony: fruitiness, freshness and tannin.
","“The  Chianti Classico is a simple and streamlined wine with a food-friendly disposition. You could pair this no-fuss value wine with a lunch omelet topped with fresh garden herbs and dill. The straightforward assembly sees 90% Sangiovese enhanced by the softness, color intensity and mild structure of 5% Merlot and 5% Colorino.”",,Brilliant ruby red.,"Flavours of dried cherry, red berry fruit and gentle baking spice.",Dry and medium-bodied with refreshing acidity.,,,"['Beef', 'Chicken', 'Pasta', 'Lamb']"
674,674,674,674,674,674,0,product_302,gabbiano-sangiovese,66.0,https://www.paneco.com.sg/products/gabbiano-sangiovese,750.0ml,,13.0,No,Italy,Sangiovese,,,,,Castello di Gabbiano,"
                  Located in the heart of the Chianti Classico region, Castello di Gabbiano has been protecting its estate-grown grapes since its construction in the 12th century. The breathtaking 328-acre estate is framed by hillside Sangiovese vineyards and olive groves and has long been recognized for producing great wine in the rich Tuscan tradition. Today, the wines of Gabbiano are crafted by Winemaker Federico Cerelli, a native Tuscan with a passion for innovation. Castello di Gabbiano continues to be a part of Tuscany’s historical fabric as one of the leading wine estates in the region.
                ",,,Red wine.,"Aromas of cheery, toasted almond, chocolate, rum cake and exotic spice.","The wine is long, fresh and intense in the mouth and would pair well with steak and grilled porcini mushrooms.",88.0,,"['Beef', 'Chicken', 'Pasta', 'Lamb']"
>>>>>>> e47ce0c3f7db9be48c589d9ac4f5ba092d85190e
675,675,675,675,675,675,0,product_1339,gaja-ca-marcanda-promis-toscana-igt-750ml,35.0,https://www.paneco.com.sg/products/gaja-ca-marcanda-promis-toscana-igt-750ml,750.0ml,,14.0,No,Italy,Red Blends,,2017.0,,,Gaja,"
This wine from Cantina Ca Marcanda is the result of a combination of grape varieties that recall the French tradition and the historical incursions suffered by the territory of the upper Maremma.
The use of vines that for 55% are of Merlot, for 35% of Syrah, and for 10% of Sangiovese.
The different vineyards, both in Bolgheri and in the surrounding area of Bibbona, planted mainly on brown lands rich in silt and clay. The vinification provides that the grapes according to the variety carry out fermentation and maceration separately for about 15 days. After 12 months of aging in wood, the wine is blended and a few months in bottle before being marketed, after which it ages for 18 months
 
<<<<<<< HEAD
",,,Deep ruby red,"Hints of ripe fruit with dark pulp, followed by elegant tertiary tar, espresso, cloves, tobacco, licorice and dark chocolate","Full to the taste, juicy but balanced and with a beautiful tannic texture. Long persistence.",90.0,,"['Beef', 'Pasta', 'Lamb', 'Venison']"
676,676,676,676,676,676,0,product_1338,gaudenzio-lagrein-trentino-doc750ml,28.0,https://www.paneco.com.sg/products/gaudenzio-lagrein-trentino-doc750ml,750.0ml,,13.0,No,Italy,Red Blends,,,,"Robust, dry and finely structured with ripe tannins and a very typically Italian bitter cherry twist",Gaudenzio,"
                  A warm spicy nose with smoky aromas which mingle with red berries and a hint of chocolate. The palate is robust, dry and finely structured with ripe tannins and a very typically Italian bitter cherry twist. Concentrated dark, black fruits leading to a long, savoury finish.

                ",,,Ruby red with purple hues,A warm spicy nose with smoky aromas which mingle with red berries and a hint of chocolate.,,,,"['Beef', 'Chicken', 'Lamb', 'Venison']"
677,677,677,677,677,677,0,product_1340,gaudenzio-marzemino-trentino-doc-750ml,61.91,https://www.paneco.com.sg/products/gaudenzio-marzemino-trentino-doc-750ml,750.0ml,,12.5,No,Italy,Glera,,,,,Gaudenzio,"
                  Trentino Marzemino Riserva DOC is an intense, dark ruby red wine, with violet reflections. The aroma is fruity, sometimes herbal, often with woody notes. The taste is fruity, mellow and soft, which develops a deeper and fuller body.
                ",,,"Dark ruby red wine, with violet reflections",Intense aromas of dark berries,"Fruity, mellow and soft, which develops a deeper and fuller body.",89.0,,"['Beef', 'Chicken', 'Lamb', 'Venison']"
678,678,678,678,678,678,0,product_3930,gaudenzio-riserva-teroldego-rotaliano-superiore-750ml,90.95,https://www.paneco.com.sg/products/gaudenzio-riserva-teroldego-rotaliano-superiore-750ml,750.0ml,,13.0,No,Italy,Primitivo Zinfandel,,,,,Gaudenzio,"
Intense aromas of varied ripe fruit fragrances that call to mind wild blackberries, blueberries and raspberries. Delicate as much as it is powerful, its smoothness and concentration are very well balanced. A complex range of flavours evokes balsamic fragrances, specific to this variety. It has a definite and dense structure and a quite satisfying finish.
",,,Ruby red,"wild blackberries, blueberries and raspberries."," Intense, rich palate give medium plus finish.",89.0,,"['Beef', 'Chicken', 'Lamb', 'Venison']"
679,679,679,679,679,679,0,product_2770,george-wyndham-bin-222-chardonnay,31.5,https://www.paneco.com.sg/products/george-wyndham-bin-222-chardonnay,750.0ml,,13.5,No,Australia,Chardonnay,,,,,George Wyndham,"
                  Rigorous winemaker vineyard assessment took place to ensure grapes reached the desired varietal flavour and structural balance. Once this date was determined, the fruit was harvested at night, while the temperatures were low, preserving the vibrant fruit flavours. Upon delivery to the winery, fruit parcels were individually pressed and clarified. Fermentation was initiated with a selection of premium yeast strains. Cooler temperatures were maintained throughout to retain the fragrant aroma and flavours compounds. A variety of winemaking techniques were employed to build complexity and texture into the finished wine including yeast lees contact and malolactic fermentation. The use of free run juice exclusively, has produced a wine with a full flavoured soft palate, while lees contact has fleshed out the palate with a creamy mouth feel. George Wyndham Bin 222 is designed to be a robust intensely flavoured Chardonnay, it is definitely not shy, Enjoy
                ","“COLOUR:Pale straw with vibrant yellow huesPALATE:Intense flavours of peach blended with fig and citrus enhanced by toasty oak and finishing with a creamy silky texture from malolactic fermentation. The wine has obvious presence by combining fruit intensity, oak maturation and aging on yeast lees for a mBOUQUET:Ripe aromas of stone fruit and honeydew melon melded with nuances of crusty bread and nutty vanillin oak. A bouquet of great complexity and interest”",,Pale straw with vibrant yellow hues,Aromas of stone fruit and honeydew melon melded with nuances of crusty bread and nutty vanillin oak,Intense flavours of peach blended with fig and citrus enhanced by toasty oak and finishing with a creamy silky texture,,,"['Chicken', 'Fish', 'Seafood', 'Pork']"
680,680,680,680,680,680,0,product_2792,george-wyndham-bin-333-pinot-noir-750ml,28.8,https://www.paneco.com.sg/products/george-wyndham-bin-333-pinot-noir-750ml,750.0ml,,13.7,No,Australia,Pinot Noir,,,,,George Wyndham,"
                  A variety of crushing and fermentation techniques were employed for individual parcels of fruit. Approximately 50% of the fruit was fully de-stemmed and crushed into static fermenters, where it was fermented at 25ºC to 30ºC for 6-10 days. Other parcels of fruit were fully de-stemmed but only partly crushed to add a confectionery (whole berry ferment) character to the final blend. These ferments were pumped over twice daily to extract colour and flavour from the grape skins. Selected parcels of handpicked fruit were subject to carbonic maceration in small open fermenters. The use of these different winemaking techniques has helped build complexity and add character to the finished blend. Some components were then matured in old French oak hogsheads before being blended and bottled.
                ","“COLOURVibrant medium red with purple huePALATEWith a medium weight the palate is immediately mouth filling with fresh juicy red cherry’s, truffles and spice. The fine savoury tannins and integrated toasty oak add balance and length to the finishBOUQUETComplex bouquet of cherry, raspberries and lifted floral enhanced with nuances of cedary oak”",,Vibrant medium red with a purple hue,cherCy and strawberry fruit flavours,Fine savoury tannins and cedary oak add balance and length to the finish,,,"['Beef', 'Chicken', 'Lamb', 'Venison']"
681,681,681,681,681,681,0,product_2916,george-wyndham-bin-444-cabernet-sauvignon-750ml,31.5,https://www.paneco.com.sg/products/george-wyndham-bin-444-cabernet-sauvignon-750ml,750.0ml,,14.3,No,Australia,Cabernet Sauvignon,,,,,George Wyndham,"
                  Rigorous assessment of vineyards is essential to identify the fruit style suitable for this wine. Prior to harvest, careful monitoring of the selected vineyards was undertaken by the winemakers to assess flavour development and sugar accumulation. The decision to harvest was based on flavour intensity and varietal character. The fruit was de-stemmed, crushed and inoculated with wine yeast. The temperature range of fermentation was maintained between 20°C and 28°C for periods of 10 to 15 days. The fermenters were pumped over twice every 24hours to irrigate the grape skin cap, thus liberating the rich colour, fruit flavour and balanced tannins. Selected Cabernet Sauvignon parcels were matured in a selection of French and American oak hogsheads prior to blending, stabilising and filtration.
                ","“COLOURDeep crimson with vibrant purple hues.PALATEBlackcurrant, licorice and red fruits complement with integrated toasty oak. Subtle tannins create a focused lingering finish to the palate.BOUQUETBlack cherry and plum spice with vanilla toast.”",,Deep purple with red hues,"Cassis fruit with spicy and peppery notes, as well as chocolate and hints of pine.",Dark blueberries with great length and a generous mouthfeel.,,,"['Beef', 'Chicken', 'Duck', 'Lamb']"
682,682,682,682,682,682,0,product_120,george-wyndham-bin-555-shiraz,34.9,https://www.paneco.com.sg/products/george-wyndham-bin-555-shiraz,750.0ml,,14.1,No,Australia,Syrah/Shiraz,,,,,George Wyndham,"
                  After rigorous vineyard inspections and meticulous attention to detail by our winemaking team, the highest quality Shiraz parcels were chosen. These parcels exhibited intense varietal characters which displayed exquisite Shiraz fruit flavours. The fruit was sourced predominantly from South Australian wine regions. Seasonal conditions enabled our Shiraz grapes to reach full maturity. This provided the winemaking team the best possible fruit to produce a range of rich, round and generous wines with great depth of flavour and soft balanced tannins. Fermentation took place over 10 – 15 days in a combination of static and rotary fermenters. Attention to strict cap management regimes and temperature control has helped the George Wyndham BIN 555 Shiraz to display the softness and generous flavour it is renowned for, coupled with great drinkability. A selection of American and French oak hogsheads were used for the maturation of selected wine parcels for a period of 12 to 15 months prior to blending and bottling.
                ","“COLOURCrimson red with purple hues.PALATEGenerous plum and dark cherry fruits with spicy notes. Fine savoury tannins and subtle vanillan oak compliment the fruit. Palate richness with balance and flavour persistence enhance the tasting experience.BOUQUETSpicy plum, black pepper, cloves and chocolate aromas supported by subtle vanillin oak.”",,Deep purple with red hues.,Red plum and blueberry with chocolate and vanilla.,"Juicy black fruit jam with a hint of toasty oak and rich, powdery tannins.",,,"['Beef', 'Chicken', 'Lamb', 'Venison']"
683,683,683,683,683,683,0,product_121,george-wyndham-bin-888-cabernet-merlot-750ml,34.9,https://www.paneco.com.sg/products/george-wyndham-bin-888-cabernet-merlot-750ml,750.0ml,,14.2,No,Australia,Merlot,,,,,George Wyndham,"
                  Selected Cabernet Sauvignon and Merlot parcels of fruit were chosen to complement each other for this wine, with Cabernet Sauvignon selected on the basis of structure and length, Merlot to give fruit weight and softness across the mid palate. Fermentation took place for between 10 – 14 days with temperatures ranging from 18 - 28˚C. During fermentation, regular assessment of colour and tannin extraction ensured parcels were soft and fruit driven in style. Maturation of selected batches of the wines in older French oak hogsheads for up to 12 months added approachability and softness to the wines prior to blending.
                ",“COLOURFull depth red with a purple huePALATERipe plum and mulberry with hints of tobacco and dried herbs. Toasted vanilla oak and fine grain tannins provide structure and length to this traditional blendBOUQUETFresh black cherry and cassis with cedar oak”,,Deep crimson red.,Black berry fruit with chocolate and notes of pine.,Abundant dark fruits with great length and a rich mouthfeel.,,,"['Beef', 'Chicken', 'Pasta', 'Lamb']"
684,684,684,684,684,684,0,product_122,george-wyndham-bin-999-merlot-750ml,34.9,https://www.paneco.com.sg/products/george-wyndham-bin-999-merlot-750ml,750.0ml,,14.6,No,Australia,Merlot,,,,,George Wyndham,"
                  On the completion of picking the fruit was transferred to the winery to be crushed and de-stemmed to stainless steel fermentation vessels. During fermentation, the parcels were allowed to warm to peaks of around 28°C then cooled back to 18-22°C, for maximum varietal flavour and colour extraction. Regular pump-overs and rack and return techniques were carefully managed to ensure fresh fruit flavours were retained throughout the winemaking process without too much extraction. Selected parcels were matured in French and American oak. Final selection criteria prior to blending included freshness and generosity of ripe berry flavours combined with soft, integrated tannins. The wine was blended and clarified, with the aim of making a wine of youthful fruit characters, softness and fine, balanced tannins.
                ",“Bin 999 Merlot”,,Deep crimson red.,Black berry fruit with chocolate and notes of pine.,Abundant dark fruits with great length and a rich mouthfeel.,,,"['Beef', 'Chicken', 'Duck', 'Lamb']"
685,685,685,685,685,685,0,product_123,george-wyndham-cabernet-merlot-750ml,34.9,https://www.paneco.com.sg/products/george-wyndham-cabernet-merlot-750ml,750.0ml,,13.7,No,Australia,Merlot,,,,,George Wyndham,"
                  Selected parcels of Cabernet Sauvignon and Merlot from Barossa and McLaren Vale vineyards were selected by our winemakers on the basis of fruit definition, concentration of flavour, ripe tannin profiles and balanced acidity. Individual vineyard parcels of selected fruit were fermented for up to 14 days. Fermentation management techniques were carefully managed so as to liberate attractive varietal flavours, vibrant colour and ripe. This resulted in rich and vibrant wines expressing their true varietal and regional characteristics. Maturation took place in a selection of new and seasoned French and American oak hogsheads for approximately 21 months to add further complexity to the wine prior to bottling. After oak maturation, each barrel was individually assessed and only those of exceptional quality and showing the attributes suitable for George Wyndham Cabernet Merlot were selected for the final blend.
                ","“COLOURDeep red with vibrant purple hues.PALATEA full-bodied rich style displaying distinctive varietal Cabernet Sauvignon and Merlot characteristics of dark chocolate and blackberry fruits, red currants and spice complemented by subtle cedar and vanilla oak characters. Ripe mouth filling grape tannin.BOUQUETRipe plum and blueberry fruit aromas underlined with traces of mint and spice provide an intensely fragrant bouquet. Integrated cedar oak nuances with some complex bottle development add further interest to the nose.”",,Deep crimson red.,Black berry fruit with chocolate and notes of pine.,Abundant dark fruits with great length and a rich mouthfeel.,,,"['Beef', 'Chicken', 'Duck', 'Lamb']"
686,686,686,686,686,686,0,product_124,george-wyndham-shiraz-750ml,33.9,https://www.paneco.com.sg/products/george-wyndham-shiraz-750ml,750.0ml,,14.9,No,Australia,Syrah/Shiraz,,,,,George Wyndham,"
                  Selected parcels from our most outstanding Shiraz blocks in Langhorne Creek were harvested at optimum maturity, gently crushed and then fermented in small, static fermenters after inoculation with a neutral strain of yeast. Fermentation temperatures were moderate, and over extraction of tannins were avoided by careful monitoring during daily tasting and regular analysis. After pressing, the wine was transferred into selected French and American oak barrels. After this time each barrel was tasted by our winemakers prior to blending and any not up to exacting standards were removed from the blend.
                ","“COLOURFull depth crimson with deep purple hues.PALATERipe plum and blackberry fruit flavours with attractive aniseed and mint spice. A generous, richly flavoured wine with a full bodied palate supported by fine silky tannins and integrated oak nuances – an excellent wine from a near perfect vintage.BOUQUETPlum and blackberry with hints of mint, chocolate and spice. Cedar, cinnamon and vanilla notes from the tight grained oak highlight the dark fruit aromas.”",,Medium depth crimson with purple tints of colour,"Fresh plum and red berry fruits, with hints of toasted oak and soft chalky tannins","Bright plum, cherry and spice complemented by sweet vanilla and toast from oak maturation.",,,"['Beef', 'Chicken', 'Lamb', 'Venison']"
687,687,687,687,687,687,0,product_125,george-wyndham-shiraz-cabernet-750ml,33.9,https://www.paneco.com.sg/products/george-wyndham-shiraz-cabernet-750ml,750.0ml,"Syrah/Shiraz, Cabernet Sauvignon",14.3,No,Australia,,,,,,George Wyndham,"
                  The ripening fruit parcels were closely monitored by the winemakers and harvested once fruit flavours reached the desired profile. The grapes were de-stemmed and crushed into static fermentation vessels and inoculated with a neutral wine yeast strain. Fermentation was undertaken for a period of between eight and fifteen days, with temperatures on the cooler end of the fermentation spectrum for selected batches to provide a degree of finesse, whilst other batches were managed with slightly warmer fermentation temperatures to ensure a gentle extraction of ripe tannins and a greater concentration of colour and flavour into the wine. Once the desired flavour and structure profile was achieved, the wines were drained and pressed into French oak and put through malolactic fermentation. The wines were matured in these barrels for up to 14 months. Only parcels with exceptional varietal flavour, structure and further potential for development were included in this premium blend.
                ",“COLOURVibrant crimson with purple hues.PALATEDense plum and blackberry balanced with nutty toasted oak. The blend of Shiraz and Cabernet Sauvignon provides the synergy for a softly rounded mid palate finishing with stylish structural tannins.BOUQUETFragrant dark berries and lifted spice. Layered with leaf and choc mint combined with mocha cedar oak.”,,Dark crimson,Dense plum and blackberry balanced with nutty toasted oak.,Fragrant dark berries and lifted spice. Layered with leaf and choc mint combined with mocha cedar oak.,,,"['Beef', 'Chicken', 'Duck', 'Lamb']"
688,688,688,688,688,688,0,product_126,george-wyndham-shiraz-grenache-750ml,39.0,https://www.paneco.com.sg/products/george-wyndham-shiraz-grenache-750ml,750.0ml,"Grenache, Syrah/Shiraz",14.5,No,Australia,,,,,,George Wyndham,"
                  Flavours of the ripening fruit helped the winemaking team to harvest fruit at optimal ripeness. Shiraz and Grenache parcels were crushed and fermented separately. Fermentation using neutral yeast strains took place over a period of 10-14 days, and involved the use of a variety of cap management and temperature regimes to ensure ideal flavour, colour and tannin extraction occurred. Parcels of wine, once pressed off skins, underwent malolactic fermentation and further maturation in American oak barrels. Only parcels that showed concentrated ripe berry characters with balanced structure and complexity were used in the final blending of this wine.
                ","“COLOURDeep crimson with vibrant purple hues.PALATEA seamless combination of dense dark berry Shiraz fruit balanced by the softer fragrant Grenache. The wine has a generous mid palate with dark cherry, plum and ripe red berry flavours, and a distinctive spicy finish.BOUQUETRipe red berries, black cherries and spice aromas with some currant and Turkish delight from the Grenache supported by subtle cedary oak characters.”",,Full depth crimson shade with deep purple hues.,Ripe plum and blackberry fruit flavours with attractive aniseed and mint spice.,"Plum and blackberry with hints of mint, chocolate and spice. Cedar, cinnamon and vanilla notes from the tight grained oak highlight the dark fruit aromas.",,,"['Beef', 'Duck', 'Lamb', 'Venison']"
689,689,689,689,689,689,0,product_110,gerard-bertrand-cremant-de-limoux-brut-750ml,39.0,https://www.paneco.com.sg/products/gerard-bertrand-cremant-de-limoux-brut-750ml,750.0ml,"Chardonnay, Chenin Blanc",12.5,No,France,,,,,,Crémant de Limoux,"
The wine has a pale yellow color with hints of green reflects at the edge of the glass. The bubbles are tiny and very elegant. It has a fruity aroma with a hint of biscuits, hazelnuts and flowers. This sparkling wine is elegantly balanced, complex and well structured with a crisp mineral finish. Pairs well with fruits, nuts, salads and pastas.
",,, Golden yellow," Complex and aromatic. White flowers, with hints of honey, green apple and toasted bread","Elegant and crisp, naturally enhanced by the fine texture of the bubbles",90.0,,"['Chicken', 'Fish', 'Seafood', 'Pork']"
690,690,690,690,690,690,0,product_111,giacomo-montresor-amarone-della-valpolicella-satinato-750ml,39.0,https://www.paneco.com.sg/products/giacomo-montresor-amarone-della-valpolicella-satinato-750ml,750.0ml,"Corvina, Amarone",15.0,No,Italy,,,2018.0,,,Giacomo Montresor,"
Made from a blend of Corvine Veronese, Rondinella & Molinara. It is cultivated in Montresor’s vineyards in the Valpolicella Classico zone (north-west of Verona). The grapes are first picked around late October and late harvested grapes are dried out for four months (until February of the following year) and then crushed. The must is fermented in stainless steel for four months. The wine is aged in Slavonian oak casks and small French barrique for two years.
",,,Deep ruby red colour with pomegranate reflections,Hints of coffee and chocolate on the nose ,"Ripe crushed berry, bitter cherry and sweet plummy fruit on the palate - backed by notes of bitter chocolate. Rich and warming yet fresh and well-balanced, with supple tannins and a rich texture.",89.0,,"['Beef', 'Duck', 'Lamb', 'Venison']"
691,691,691,691,691,691,0,product_112,giordano-barolo-riserva-piedmont-docg-2014-750ml,39.0,https://www.paneco.com.sg/products/giordano-barolo-riserva-piedmont-docg-2014-750ml,750.0ml,,14.0,No,Italy,Nebbiolo,,2014.0,,,Giordano Vini,"
Barolo can be considered one of the greatest wines of Italy. Located in an elevated area, the vineyard is composed of calcareous marls, magnesium and manganese in the North-West, as well as iron in the South-East.
",,,Dark ruby color,"Notes of creamy vanilla, tobacco and smoke.","Massive, racy yet elegant.",,,"['Beef', 'Duck', 'Lamb', 'Venison']"
